Starttime,Endtime,Q,Audiofilename
258.49025,258.6374375,POS,Spiders_007.wav
258.707375,258.83525,POS,Spiders_007.wav
258.9269375,259.025875,POS,Spiders_007.wav
259.1465625,259.26475,POS,Spiders_007.wav
259.39025,259.518125,POS,Spiders_007.wav
259.6025625,259.732875,POS,Spiders_007.wav
259.899375,259.99825,POS,Spiders_007.wav
260.17925,260.26125,POS,Spiders_007.wav
260.473625,260.577375,POS,Spiders_007.wav
267.411875,267.5276875,POS,Spiders_007.wav
267.626625,267.7714375,POS,Spiders_007.wav
267.896875,268.0126875,POS,Spiders_007.wav
268.1140625,268.2201875,POS,Spiders_007.wav
268.3311875,268.4639375,POS,Spiders_007.wav
268.5363125,268.6714375,POS,Spiders_007.wav
268.7920625,268.9175,POS,Spiders_007.wav
268.9995625,269.1419375,POS,Spiders_007.wav
269.2143125,269.3349375,POS,Spiders_007.wav
269.4290625,269.5738125,POS,Spiders_007.wav
269.68,269.800625,POS,Spiders_007.wav
269.8549375,269.9973125,POS,Spiders_007.wav
270.0733125,270.2276875,POS,Spiders_007.wav
270.278375,270.4231875,POS,Spiders_007.wav
270.500375,270.637875,POS,Spiders_007.wav
270.7126875,270.8285,POS,Spiders_007.wav
270.8985,271.0384375,POS,Spiders_007.wav
271.144625,271.26525,POS,Spiders_007.wav
271.3535,271.42475,POS,Spiders_007.wav
271.5234375,271.65375,POS,Spiders_007.wav
271.774375,271.895,POS,Spiders_007.wav
271.95775,272.0566875,POS,Spiders_007.wav
272.2255625,272.339,POS,Spiders_007.wav
272.532,272.626125,POS,Spiders_007.wav
279.4401875,279.5705,POS,Spiders_007.wav
279.68875,279.807,POS,Spiders_007.wav
279.93725,280.06275,POS,Spiders_007.wav
280.149625,280.279875,POS,Spiders_007.wav
280.364375,280.4705,POS,Spiders_007.wav
280.57425,280.6973125,POS,Spiders_007.wav
280.7901875,280.8988125,POS,Spiders_007.wav
280.9675625,281.090625,POS,Spiders_007.wav
281.1581875,281.274,POS,Spiders_007.wav
281.3705,281.4935625,POS,Spiders_007.wav
281.5731875,281.7010625,POS,Spiders_007.wav
281.7806875,281.9013125,POS,Spiders_007.wav
281.9580625,282.09075,POS,Spiders_007.wav
282.129375,282.2620625,POS,Spiders_007.wav
282.3971875,282.529875,POS,Spiders_007.wav
282.6433125,282.776,POS,Spiders_007.wav
282.8580625,282.99075,POS,Spiders_007.wav
283.1041875,283.236875,POS,Spiders_007.wav
283.3140625,283.4468125,POS,Spiders_007.wav
283.526,283.6780625,POS,Spiders_007.wav
283.827625,283.9675625,POS,Spiders_007.wav
284.090625,284.235375,POS,Spiders_007.wav
284.4284375,284.5731875,POS,Spiders_007.wav
284.7059375,284.8410625,POS,Spiders_007.wav
285.022,285.174,POS,Spiders_007.wav
285.2874375,285.4249375,POS,Spiders_007.wav
285.613125,285.7361875,POS,Spiders_007.wav
285.9075,286.049875,POS,Spiders_007.wav
286.1938125,286.3120625,POS,Spiders_007.wav
286.468875,286.6088125,POS,Spiders_007.wav
286.780125,286.9008125,POS,Spiders_007.wav
287.06725,287.2048125,POS,Spiders_007.wav
287.352,287.463,POS,Spiders_007.wav
290.836625,290.99825,POS,Spiders_007.wav
291.283,291.41325,POS,Spiders_007.wav
291.52425,291.6135625,POS,Spiders_007.wav
291.739,291.866875,POS,Spiders_007.wav
291.970625,292.110625,POS,Spiders_007.wav
292.1974375,292.344625,POS,Spiders_007.wav
292.414625,292.59075,POS,Spiders_007.wav
292.7041875,292.851375,POS,Spiders_007.wav
292.92375,293.0709375,POS,Spiders_007.wav
293.1601875,293.292875,POS,Spiders_007.wav
293.3821875,293.5196875,POS,Spiders_007.wav
293.555875,293.7006875,POS,Spiders_007.wav
293.7730625,293.9275,POS,Spiders_007.wav
293.97575,294.12775,POS,Spiders_007.wav
294.176,294.332875,POS,Spiders_007.wav
294.4269375,294.5693125,POS,Spiders_007.wav
294.7430625,294.8805625,POS,Spiders_007.wav
295.0543125,295.1990625,POS,Spiders_007.wav
295.3245625,295.4861875,POS,Spiders_007.wav
295.619625,295.7885,POS,Spiders_007.wav
295.938125,296.0925625,POS,Spiders_007.wav
296.21075,296.3724375,POS,Spiders_007.wav
296.512375,296.6475,POS,Spiders_007.wav
296.86225,296.990125,POS,Spiders_007.wav
297.634375,297.7743125,POS,Spiders_007.wav
300.0094375,300.1276875,POS,Spiders_007.wav
300.2579375,300.3738125,POS,Spiders_007.wav
300.5258125,300.634375,POS,Spiders_007.wav
300.9215,301.0614375,POS,Spiders_007.wav
301.1724375,301.2930625,POS,Spiders_007.wav
301.45475,301.5633125,POS,Spiders_007.wav
301.630875,301.7395,POS,Spiders_007.wav
301.9626875,302.080875,POS,Spiders_007.wav
302.2305,302.34875,POS,Spiders_007.wav
302.5501875,302.6611875,POS,Spiders_007.wav
303.1220625,303.2475,POS,Spiders_007.wav
303.445375,303.556375,POS,Spiders_007.wav
303.747,303.867625,POS,Spiders_007.wav
307.3681875,307.4960625,POS,Spiders_007.wav
307.611875,307.7131875,POS,Spiders_007.wav
307.90625,308.0365625,POS,Spiders_007.wav
308.1016875,308.232,POS,Spiders_007.wav
308.343,308.456375,POS,Spiders_007.wav
308.552875,308.69525,POS,Spiders_007.wav
308.8328125,308.967875,POS,Spiders_007.wav
309.127125,309.259875,POS,Spiders_007.wav
309.4384375,309.571125,POS,Spiders_007.wav
309.760875,309.898375,POS,Spiders_007.wav
310.048,310.1734375,POS,Spiders_007.wav
317.3080625,317.42625,POS,Spiders_007.wav
317.55175,317.6675625,POS,Spiders_007.wav
317.768875,317.8919375,POS,Spiders_007.wav
317.9956875,318.109125,POS,Spiders_007.wav
318.2008125,318.316625,POS,Spiders_007.wav
318.4228125,318.5338125,POS,Spiders_007.wav
318.6544375,318.779875,POS,Spiders_007.wav
318.880375,319.0106875,POS,Spiders_007.wav
319.1216875,319.2254375,POS,Spiders_007.wav
319.3219375,319.50775,POS,Spiders_007.wav
319.5704375,319.7031875,POS,Spiders_007.wav
319.7683125,319.9034375,POS,Spiders_007.wav
320.01925,320.1664375,POS,Spiders_007.wav
320.2219375,320.3425625,POS,Spiders_007.wav
320.424625,320.562125,POS,Spiders_007.wav
322.0931875,322.1945625,POS,Spiders_007.wav
322.4575625,322.539625,POS,Spiders_007.wav
322.6313125,322.7036875,POS,Spiders_007.wav
322.802625,322.8966875,POS,Spiders_007.wav
322.9690625,323.0631875,POS,Spiders_007.wav
326.965125,327.0881875,POS,Spiders_007.wav
327.18225,327.3029375,POS,Spiders_007.wav
327.4959375,327.6310625,POS,Spiders_007.wav
327.7251875,327.8216875,POS,Spiders_007.wav
327.898875,328.0195625,POS,Spiders_007.wav
328.0895,328.2294375,POS,Spiders_007.wav
328.2921875,328.4176875,POS,Spiders_007.wav
328.480375,328.613125,POS,Spiders_007.wav
328.716875,328.8568125,POS,Spiders_007.wav
328.934,329.0788125,POS,Spiders_007.wav
329.156,329.2863125,POS,Spiders_007.wav
329.3635,329.5034375,POS,Spiders_007.wav
329.5903125,329.7326875,POS,Spiders_007.wav
329.8195,329.928375,POS,Spiders_007.wav
330.0535625,330.1815,POS,Spiders_007.wav
330.2285,330.3564375,POS,Spiders_007.wav
330.4516875,330.5699375,POS,Spiders_007.wav
330.64475,330.7774375,POS,Spiders_007.wav
330.8643125,330.9898125,POS,Spiders_007.wav
331.098375,331.2310625,POS,Spiders_007.wav
331.3855,331.5181875,POS,Spiders_007.wav
331.59125,331.724,POS,Spiders_007.wav
331.851875,331.9773125,POS,Spiders_007.wav
332.170375,332.31275,POS,Spiders_007.wav
332.4936875,332.6288125,POS,Spiders_007.wav
332.7494375,332.8725,POS,Spiders_007.wav
332.952125,333.0896875,POS,Spiders_007.wav
333.188625,333.3236875,POS,Spiders_007.wav
333.50225,333.644625,POS,Spiders_007.wav
333.707375,333.859375,POS,Spiders_007.wav
339.0901875,339.2253125,POS,Spiders_007.wav
339.346,339.4641875,POS,Spiders_007.wav
339.5751875,339.7175625,POS,Spiders_007.wav
339.7875,339.9275,POS,Spiders_007.wav
339.9901875,340.151875,POS,Spiders_007.wav
340.2266875,340.400375,POS,Spiders_007.wav
340.509,340.6730625,POS,Spiders_007.wav
340.733375,340.899875,POS,Spiders_007.wav
341.0011875,341.148375,POS,Spiders_007.wav
341.298,341.4765625,POS,Spiders_007.wav
341.6358125,341.792625,POS,Spiders_007.wav
341.9084375,342.03875,POS,Spiders_007.wav
342.222125,342.3524375,POS,Spiders_007.wav
342.533375,342.6564375,POS,Spiders_007.wav
342.8470625,342.96525,POS,Spiders_007.wav
343.1535,343.2861875,POS,Spiders_007.wav
343.4579375,343.5665,POS,Spiders_007.wav
343.7595625,343.860875,POS,Spiders_007.wav
344.068375,344.177,POS,Spiders_007.wav
347.5560625,347.6815,POS,Spiders_007.wav
347.761125,347.8625,POS,Spiders_007.wav
348.0120625,348.142375,POS,Spiders_007.wav
348.301625,348.43675,POS,Spiders_007.wav
348.5839375,348.738375,POS,Spiders_007.wav
348.9096875,349.0255,POS,Spiders_007.wav
349.2040625,349.344,POS,Spiders_007.wav
349.5049375,349.6545,POS,Spiders_007.wav
349.8161875,349.9295625,POS,Spiders_007.wav
350.002,350.1178125,POS,Spiders_007.wav
350.2843125,350.417,POS,Spiders_007.wav
